Authors,Author(s) ID,Title,Year,age,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Anderson, J.T., Inouye, D.W., McKinney, A.M., Colautti, R.I., Mitchell-Olds, T.",26537054800;7003427123;55620363900;7801604367;7006487662;,Phenotypic plasticity and adaptive evolution contribute to advancing flowering phenology in response to climate change,2012,5,Proceedings of the Royal Society B: Biological Sciences,279,1743,,3843,3852,,150,10.1098/rspb.2012.1051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864925044&doi=10.1098%2frspb.2012.1051&partnerID=40&md5=b9a937cb1fe4814f64bbaa3721c5108a,Article,Open Access,Scopus,2-s2.0-84864925044
"Redman, R.S., Kim, Y.O., Woodward, C.J.D.A., Greer, C., Espino, L., Doty, S.L., Rodriguez, R.J.",7102349684;56066670500;12770011400;7103169826;23666687100;7006768277;15726238300;,Increased fitness of rice plants to abiotic stress via habitat adapted symbiosis: A strategy for mitigating impacts of climate change,2011,6,PLoS ONE,6,7, e14823,,,,150,10.1371/journal.pone.0014823,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960028475&doi=10.1371%2fjournal.pone.0014823&partnerID=40&md5=1f678f43a43c71c4294c74555b9e911b,Article,Open Access,Scopus,2-s2.0-79960028475
"Seibel, B.A.",7004020176;,Critical oxygen levels and metabolic suppression in oceanic oxygen minimum zones,2011,6,Journal of Experimental Biology,214,2,,326,336,,150,10.1242/jeb.049171,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651314988&doi=10.1242%2fjeb.049171&partnerID=40&md5=d8fdaf4ea6b4d6d54eeb4b30916dc4d8,Article,Open Access,Scopus,2-s2.0-78651314988
"Sinclair, S.J., White, M.D., Newell, G.R.",7102566795;23991840200;56249592200;,How useful are species distribution models for managing biodiversity under future climates?,2010,7,Ecology and Society,15,1,,,,,150,10.5751/ES-03089-150108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953794895&doi=10.5751%2fES-03089-150108&partnerID=40&md5=3bf437c939a4b2ca127ebb17575a4af5,Article,Open Access,Scopus,2-s2.0-77953794895
"Barnett, T.P., Pierce, D.W.",7101910089;7102859255;,When will Lake Mead go dry?,2008,9,Water Resources Research,44,3, W03201,,,,150,10.1029/2007WR006704,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43049100367&doi=10.1029%2f2007WR006704&partnerID=40&md5=57ad7c7d80100b113046105d1a40c325,Article,Open Access,Scopus,2-s2.0-43049100367
"Wang, X., Auler, A.S., Edwards, R.L., Cheng, H., Ito, E., Wang, Y., Kong, X., Solheid, M.",57075093400;6602789451;7403978616;7404285341;7202045205;35604860600;8385016100;15840611800;,"Millennial-scale precipitation changes in southern Brazil over the past 90,000 years",2007,10,Geophysical Research Letters,34,23, L23701,,,,150,10.1029/2007GL031149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049112396&doi=10.1029%2f2007GL031149&partnerID=40&md5=2ebf70e2c1d30b6a08cb0d5b163ccb90,Article,Open Access,Scopus,2-s2.0-39049112396
"Shindell, D.T., Faluvegi, G., Stevenson, D.S., Krol, M.C., Emmons, L.K., Lamarque, J.-F., Pétron, G., Dentener, F.J., Ellingsen, K., Schultz, M.G., Wild, O., Amann, M., Atherton, C.S., Bergmann, D.J., Bey, I., Butler, T., Cofala, J., Collins, W.J., Derwent, R.G., Doherty, R.M., Drevet, J., Eskes, H.J., Fiore, A.M., Gauss, M., Hauglustaine, D.A., Horowitz, L.W., Isaksen, I.S.A., Lawrence, M.G., Montanaro, V., Müller, J.-F., Pitari, G., Prather, M.J., Pyle, J.A., Rast, S., Rodriguz, J.M., Sanderson, M.G., Savage, N.H., Strahan, S.E., Sudo, K., Szopa, S., Unger, N., van Noije, T.P.C., Zeng, G.",7004214645;12240390300;7402383878;55598938800;7004347243;7102976560;6602998940;7003851845;56596962800;7202779585;56253335000;34568413600;7003531516;7004352797;6701698179;10144486700;10739258800;7402105994;7006385747;24765842200;13403891000;6701348241;7102447698;8263760300;7003977187;7103206141;7003927831;24458137900;13404107300;24740740200;7003800456;7005275092;7006532784;56154540200;18937064500;7202315562;7102857809;6701478238;55183670500;15726660300;14829673100;55885662200;7202802701;,Multimodel simulations of carbon monoxide: Comparison with observations and projected near-future changes,2006,11,Journal of Geophysical Research Atmospheres,111,19, D19306,,,,150,10.1029/2006JD007100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746234266&doi=10.1029%2f2006JD007100&partnerID=40&md5=8c2f6e70525b88f35c2468d2ff63c345,Article,Open Access,Scopus,2-s2.0-33746234266
"Schleussner, C.-F., Lissner, T.K., Fischer, E.M., Wohland, J., Perrette, M., Golly, A., Rogelj, J., Childers, K., Schewe, J., Frieler, K., Mengel, M., Hare, W., Schaeffer, M.",19337864100;49964105900;16425497600;57189214160;36617794600;55575358600;36151443700;56592668900;23487007900;25639753800;55247661600;26021222600;56219282100;,Differential climate impacts for policy-relevant limits to global warming: The case of 1.5 °c and 2 °c,2016,1,Earth System Dynamics,7,2,,327,351,,149,10.5194/esd-7-327-2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966340590&doi=10.5194%2fesd-7-327-2016&partnerID=40&md5=ede30e88d37b68e5567fcc8a1125b2ba,Article,Open Access,Scopus,2-s2.0-84966340590
"Christiansen, H.H., Etzelmüller, B., Isaksen, K., Juliussen, H., Farbrot, H., Humlum, O., Johansson, M., Ingeman-Nielsen, T., Kristensen, L., Hjort, J., Holmlund, P., Sannel, A.B.K., Sigsgaard, C., Åkerman, H.J., Foged, N., Blikra, L.H., Pernosky, M.A., Ødegård, R.S.",7101929812;6701721701;55999371000;8506284400;16642948700;7004196828;7401997092;14068804900;56110218000;6602379007;7004512691;25951810600;8320657800;6602424134;7003666096;6603143016;36451339900;7005187398;,The thermal state of permafrost in the nordic area during the international polar year 2007-2009,2010,7,Permafrost and Periglacial Processes,21,2,,156,181,,149,10.1002/ppp.687,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955170780&doi=10.1002%2fppp.687&partnerID=40&md5=4143cca907ae6eada101d4bf899bdf85,Article,Open Access,Scopus,2-s2.0-77955170780
"Mariotti, A., Zeng, N., Yoon, J.-H., Artale, V., Navarra, A., Alpert, P., Li, L.Z.X.",57188641259;7004390586;55317177900;6603168350;7004723203;7005395283;24511929800;,Mediterranean water cycle changes: Transition to drier 21st century conditions in observations and CMIP3 simulations,2008,9,Environmental Research Letters,3,4,44001,,,,149,10.1088/1748-9326/3/4/044001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62749097318&doi=10.1088%2f1748-9326%2f3%2f4%2f044001&partnerID=40&md5=35818ded931d859138025a5e969418e2,Article,Open Access,Scopus,2-s2.0-62749097318
"Sampaio, G., Nobre, C., Costa, M.H., Satyamurty, P., Soares-Filho, B.S., Cardoso, M.",22958783000;7004027377;7402846689;55406092600;6602606929;7103171635;,Regional climate change over eastern Amazonia caused by pasture and soybean cropland expansion,2007,10,Geophysical Research Letters,34,17, L17709,,,,149,10.1029/2007GL030612,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35948957013&doi=10.1029%2f2007GL030612&partnerID=40&md5=924773d141b54d76ba92a22dc1d138e3,Article,Open Access,Scopus,2-s2.0-35948957013
"Romero, S.I., Piola, A.R., Charo, M., Eiras Garcia, C.A.",7005158437;6603590004;8362080700;35403017600;,Chlorophyll-a variability off Patagonia based on SeaWiFS data,2006,11,Journal of Geophysical Research: Oceans,111,5, C05021,,,,149,10.1029/2005JC003244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745862658&doi=10.1029%2f2005JC003244&partnerID=40&md5=e29e3cc5632b04236d2d034cf2cb58b4,Article,Open Access,Scopus,2-s2.0-33745862658
"Koellner, T., De Baan, L., Beck, T., Brandão, M., Civit, B., Margni, M., I Canals, L.M., Saad, R., De Souza, D.M., Müller-Wenk, R.",6507337126;36704496800;36192667200;14831117500;23011655500;6603374998;55972072000;36926014300;55657124600;7801613817;,UNEP-SETAC guideline on global land use impact assessment on biodiversity and ecosystem services in LCA,2013,4,International Journal of Life Cycle Assessment,18,6,,1188,1202,,148,10.1007/s11367-013-0579-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879505480&doi=10.1007%2fs11367-013-0579-z&partnerID=40&md5=a456b690f121a56d7161b414dc663be8,Article,Open Access,Scopus,2-s2.0-84879505480
"Goddard, L., Kumar, A., Solomon, A., Smith, D., Boer, G., Gonzalez, P., Kharin, V., Merryfield, W., Deser, C., Mason, S.J., Kirtman, B.P., Msadek, R., Sutton, R., Hawkins, E., Fricker, T., Hegerl, G., Ferro, C.A.T., Stephenson, D.B., Meehl, G.A., Stockdale, T., Burgman, R., Greene, A.M., Kushnir, Y., Newman, M., Carton, J., Fukumori, I., Delworth, T.",7003592537;55716700200;7202208148;55636316020;7005890514;24074230100;7006462819;7004485409;7003843648;7202152287;7006256622;36599032700;7402401574;34770589400;35766368900;57203054070;36942778700;7202648573;7006518289;7004691135;23990276200;34769833300;7004613089;7401941198;7006245928;6603948841;6701379896;,A verification framework for interannual-to-decadal predictions experiments,2013,4,Climate Dynamics,40,1-2,,245,272,,148,10.1007/s00382-012-1481-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871928605&doi=10.1007%2fs00382-012-1481-2&partnerID=40&md5=100d022667439d6b72a941a7114c1ddd,Article,Open Access,Scopus,2-s2.0-84871928605
"Tabachnick, W.J.",7003902508;,Challenges in predicting climate and environmental effects on vector-borne disease episystems in a changing world,2010,7,Journal of Experimental Biology,213,6,,946,954,,148,10.1242/jeb.037564,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649207532&doi=10.1242%2fjeb.037564&partnerID=40&md5=0a7ce13a6986ade34d8459606906c96a,Article,Open Access,Scopus,2-s2.0-77649207532
"Hölker, F., Moss, T., Griefahn, B., Kloas, W., Voigt, C.C., Henckel, D., Hänel, A., Kappeler, P.M., Völker, S., Schwope, A., Franke, S., Uhrlandt, D., Fischer, J., Klenke, R., Wolter, C., Tockner, K.",6602719766;7102032824;7005955619;10339174300;35586042400;36925240100;36925247800;57200749770;36926798200;7005072688;7102044237;55887521300;7404369915;23980660200;7004627497;7004652754;,The dark side of light: A transdisciplinary research agenda for light pollution policy,2010,7,Ecology and Society,15,4,,,,,148,10.5751/ES-03685-150413,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651501259&doi=10.5751%2fES-03685-150413&partnerID=40&md5=0f5a4ad60e5bfdd0d209b6e2d1b60722,Article,Open Access,Scopus,2-s2.0-78651501259
"Liu, D., Wang, Z., Liu, Z., Winker, D., Trepte, C.",56978385600;7410041005;7406683894;7003865921;7004678728;,A height resolved global view of dust aerosols from the first year CALIPSO lidar measurements,2008,9,Journal of Geophysical Research Atmospheres,113,16, D16214,,,,148,10.1029/2007JD009776,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56249142811&doi=10.1029%2f2007JD009776&partnerID=40&md5=d5dce9d895ef2e5a43b1068ac5c36459,Article,Open Access,Scopus,2-s2.0-56249142811
"Company, J.B., Puig, P., Sardà, F., Palanques, A., Latasa, M., Scharek, R.",6603686046;7005450410;7004165631;7003332986;7003481941;6603815634;,Climate influence on deep sea populations,2008,9,PLoS ONE,3,1, e1431,,,,148,10.1371/journal.pone.0001431,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049114565&doi=10.1371%2fjournal.pone.0001431&partnerID=40&md5=f155d5454d7c9dd9b73635bceabb5937,Article,Open Access,Scopus,2-s2.0-39049114565
"Seidel, D.J., Randel, W.J.",7202226478;7006399667;,Variability and trends in the global tropopause estimated from radiosonde data,2006,11,Journal of Geophysical Research Atmospheres,111,21, D21101,,,,148,10.1029/2006JD007363,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249898513&doi=10.1029%2f2006JD007363&partnerID=40&md5=fdbda4b09e4acb96daa09aac867db5ae,Article,Open Access,Scopus,2-s2.0-34249898513
"Stenseth, N.Chr., Samia, N.I., Viljugrein, H., Kausrud, K.L., Begon, M., Davis, S., Leirs, H., Dubyanskiy, V.M., Esper, J., Ageyev, V.S., Klassovskiy, N.L., Pole, S.B., Chan, K.-S.",16040160500;14422804700;6603226979;14071462900;7006503936;7404121815;7004232697;17345565300;8576228100;7801663555;8595582500;11941082100;7406031197;,Plague dynamics are driven by climate variation,2006,11,Proceedings of the National Academy of Sciences of the United States of America,103,35,,13110,13115,,148,10.1073/pnas.0602447103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748342346&doi=10.1073%2fpnas.0602447103&partnerID=40&md5=39687d6f533fc439e2c825fb6e4fc531,Article,Open Access,Scopus,2-s2.0-33748342346
"Dong, B., Sutton, R.T., Scaife, A.A.",7103180783;7402401574;6603887794;,Multidecadal modulation of El Niño-Southern Oscillation (ENSO) variance by Atlantic Ocean sea surface temperatures,2006,11,Geophysical Research Letters,33,8, L08705,,,,148,10.1029/2006GL025766,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745467847&doi=10.1029%2f2006GL025766&partnerID=40&md5=6b267def0c4885a699e04b9dceb0cf22,Article,Open Access,Scopus,2-s2.0-33745467847
"Brown, C., Ghile, Y., Laverty, M., Li, K.",15749833900;25027218700;55441780400;57199453827;,Decision scaling: Linking bottom-up vulnerability analysis with climate projections in the water sector,2012,5,Water Resources Research,48,9, W09537,,,,147,10.1029/2011WR011212,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866982350&doi=10.1029%2f2011WR011212&partnerID=40&md5=484f19c5cd084c9dd8f73cabec7512b0,Article,Open Access,Scopus,2-s2.0-84866982350
"Caminade, C., Medlock, J.M., Ducheyne, E., McIntyre, K.M., Leach, S., Baylis, M., Morse, A.P.",12765389800;12789082600;6506725347;35722538500;57197933382;55820186100;57193065464;,Suitability of European climate for the Asian tiger mosquito Aedes albopictus: Recent trends and future scenarios,2012,5,Journal of the Royal Society Interface,9,75,,2708,2717,,147,10.1098/rsif.2012.0138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866235703&doi=10.1098%2frsif.2012.0138&partnerID=40&md5=5b3316da86204e4daa91a3ccb411e6fe,Article,Open Access,Scopus,2-s2.0-84866235703
"Karsenti, E., Acinas, S.G., Bork, P., Bowler, C., de Vargas, C., Raes, J., Sullivan, M., Arendt, D., Benzoni, F., Claverie, J.-M., Follows, M., Gorsky, G., Hingamp, P., Iudicone, D., Jaillon, O., Kandels-Lewis, S., Krzic, U., Not, F., Ogata, H., Pesant, S., Reynaud, E.G., Sardet, C., Sieracki, M.E., Speich, S., Velayoudon, D., Weissenbach, J., Wincker, P., Abergel, C., Arslan, D., Audic, S., Aury, J.M., Babic, N., Beaufort, L., Bittner, L., Boss, E., Boutte, C., Brum, J., Carmichael, M., Casotti, R., Chambouvet, A., Chang, P., Chica, C., Clerissi, C., Colin, S., Cornejo-Castillo, F.M., Da Silva, C., De Monte, S., Decelle, J., Desdevises, Y., Dimier, C., Dolan, J., Duhaime, M., Durrieu de Madron, X., d'Ortenzio, F., d'Ovidio, F., Ferrera, I., Garczarek, L., Garet-Delmas, M.J., Gasmi, S., Gasol, J.M., Grimsley, N., Heilig, R., Ignacio-Espinoza, J., Jamet, J.L., Karp-Boss, L., Katinka, M., Khalili, H., Kolber, Z., Le Bescot, N., Le Gofff, H., Lima-Mendez, G., Mahe´, F., Mazzocchi, M.G., Montresor, M., Morin, P., Noel, B., Pedro´s-Alio´, C., Pelletier, E., Perez, Y., Picheral, M., Piganeau, G., Poirot, O., Poulain, J., Poulton, N., Prejger, F., Prihoda, J., Probert, I., Rampal, J., Reverdin, G., Romac, S., Romagnan, J.B., Roullier, F., Rouviere, C., Samson, G., Santini, S., Sarmento, H., Sciandra, A., Solonenko, S., Stemmann, L., Subirana, L., Sunagawa, S., Tanaka, A., Testor, P., Thompson, A., Tichanne´-Seltzer, V., Tirichine, L., Toulza, E., Tozzi, S., Veluchamy, A., Zingone, A.",7005943306;57195977005;7103061421;7006304415;6603028438;8602126700;7401999036;7003366390;13407640300;7004518040;6701535056;6603829359;6602736862;57194584221;6602903948;6602661161;24492232700;6506375389;7202919260;6603167462;8570046700;7005616539;6701674200;6602115663;53982032800;55634467800;56216446300;57201597169;54382830300;6602862007;6508077463;57196064645;56016024700;24480550400;7003415001;6507836438;10142880400;55999099100;6602970081;25654514100;57199793122;57202719096;55225602100;12544864900;55855709400;35336572800;56060291500;36101128200;6601955108;16068061900;7202840577;24073064000;6603096922;6601972980;55838605800;6508130108;6507928984;56414902500;57196067857;7003299234;56658523200;7004209441;36623946900;7005128542;57195869255;6603827654;57197219050;7003648490;55658492100;57196073701;15020891500;6603660156;7004511335;6603744941;7202967430;22135647500;7005923874;7006366162;7004216357;6602439344;6603225021;6603730019;24449767700;8602005700;35801322900;56728102500;6603500977;6603240257;56264912000;36748357400;35801438300;35604267300;6603648551;7006678082;24315066200;14833107600;6602618432;55681803700;56133059000;54380917800;24468849800;55073250900;8894760600;55883540300;26323427800;12799512800;24741350200;6603598848;55791805600;55953466900;,A holistic approach to marine Eco-systems biology,2011,6,PLoS Biology,9,10, e1001177,,,,147,10.1371/journal.pbio.1001177,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055082475&doi=10.1371%2fjournal.pbio.1001177&partnerID=40&md5=6fb10613919a4a0a032a95ffdc0a4fd8,Article,Open Access,Scopus,2-s2.0-80055082475
"Jerneck, A., Olsson, L., Ness, B., Anderberg, S., Baier, M., Clark, E., Hickler, T., Hornborg, A., Kronsell, A., Lövbrand, E., Persson, J.",24177231700;24725243300;15754341400;6603402236;36875803800;7402540819;6507952158;6507077000;6507658036;55896875000;57191275152;,Structuring sustainability science,2011,6,Sustainability Science,6,1,,69,82,,147,10.1007/s11625-010-0117-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651305539&doi=10.1007%2fs11625-010-0117-x&partnerID=40&md5=85194d99843ba5f149a200699f56cecf,Article,Open Access,Scopus,2-s2.0-78651305539
"Gill, M., Smith, P., Wilkinson, J.M.",55415438700;55723644900;24516325500;,Mitigating climate change: The role of domestic livestock,2010,7,Animal,4,3,,323,333,,147,10.1017/S1751731109004662,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951255503&doi=10.1017%2fS1751731109004662&partnerID=40&md5=3821cbad2753e1290eb0278c549adef7,Article,Open Access,Scopus,2-s2.0-77951255503
"Ding, Y., Sun, Y., Wang, Z., Zhu, Y., Song, Y.",7404136779;55737749900;24485738500;55516256500;7404920372;,Inter-decadal variation of the summer precipitation in China and its association with decreasing Asian summer monsoon Part II: Possible causes,2009,8,International Journal of Climatology,29,13,,1926,1944,,147,10.1002/joc.1759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350693204&doi=10.1002%2fjoc.1759&partnerID=40&md5=bd1977b19dbd3cdc30685f343133451d,Article,Open Access,Scopus,2-s2.0-70350693204
