Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,citescore2017,DOI,Link,Document Type,Access Type,Source,EID
"Kundzewicz, Z.W., Radziejewski, M., Pińskwar, I.",7005950855;6506055191;8833577600;,Precipitation extremes in the changing climate of Europe,2006,Climate Research,31,1,,51,58,,84,,10.3354/cr031051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746386296&doi=10.3354%2fcr031051&partnerID=40&md5=da3df0b4a517aa4eb9f68c79fe4e3694,Article,Open Access,Scopus,2-s2.0-33746386296
"Kirschbaum, M.U.F., Bruhn, D., Etheridge, D.M., Evans, J.R., Farquhar, G.D., Gifford, R.M., Paul, K.I., Winters, A.J.",7007111840;8135796400;7006308056;7407665233;7005853435;7102275153;7202727758;14008958500;,A comment on the quantitative significance of aerobic methane release by plants,2006,Functional Plant Biology,33,6,,521,530,,84,,10.1071/FP06051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744964099&doi=10.1071%2fFP06051&partnerID=40&md5=4e52087149509fa8657483c978c6a411,Article,Open Access,Scopus,2-s2.0-33744964099
"Frierson, D.M.W.",15026371500;,Robust increases in midlatitude static stability in simulations of global warming,2006,Geophysical Research Letters,33,24, L24816,,,,83,,10.1029/2006GL027504,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548016274&doi=10.1029%2f2006GL027504&partnerID=40&md5=7b900fa83ae713980ec73f8c3c640019,Article,Open Access,Scopus,2-s2.0-34548016274
"Leifer, I., Luyendyk, B.P., Boles, J., Clark, J.F.",6701721085;7004151654;7102110852;7407827030;,Natural marine seepage blowout: Contribution to atmospheric methane,2006,Global Biogeochemical Cycles,20,3, GB3008,,,,83,,10.1029/2005GB002668,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248576599&doi=10.1029%2f2005GB002668&partnerID=40&md5=5cc9c825e6becc433fc99dc526302cdf,Article,Open Access,Scopus,2-s2.0-34248576599
"Brunetti, M., Maugeri, M., Nanni, T., Auer, I., Böhm, R., Schöner, W.",7006630335;7006056992;6603789210;56219624100;7103404891;7004322783;,Precipitation variability and changes in the greater Alpine region over the 1800-2003 period,2006,Journal of Geophysical Research Atmospheres,111,11, D11107,,,,83,,10.1029/2005JD006674,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746583604&doi=10.1029%2f2005JD006674&partnerID=40&md5=56873cef24c723b80f51fdd46a6354a2,Article,Open Access,Scopus,2-s2.0-33746583604
"Ravelo, A.C., Dekens, P.S., McCarthy, M.",7006765934;12768768800;7402061118;,Evidence for El Niño - Like conditions during the Pliocene,2006,GSA Today,16,3,,4,11,,83,,10.1130/1052-5173(2006)016<4:EFENLC>2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644791808&doi=10.1130%2f1052-5173%282006%29016%3c4%3aEFENLC%3e2.0.CO%3b2&partnerID=40&md5=988037d00748a1d3e392c8fb45361235,Article,Open Access,Scopus,2-s2.0-33644791808
"Sellegri, K., O'Dowd, C.D., Yoon, Y.J., Jennings, S.G., de Leeuw, G.",8084443000;7006708207;13403510100;35449990500;7006960661;,Surfactants and submicron sea spray generation,2006,Journal of Geophysical Research Atmospheres,111,22, D22215,,,,82,,10.1029/2005JD006658,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250813549&doi=10.1029%2f2005JD006658&partnerID=40&md5=29e904f6403af73b8f66188cfe6f2c08,Article,Open Access,Scopus,2-s2.0-34250813549
"Lucht, W., Schaphoff, S., Erbrecht, T., Heyder, U., Cramer, W.",56247781100;6507791659;16306850700;16306974700;7102478252;,Terrestrial vegetation redistribution and carbon balance under climate change,2006,Carbon Balance and Management,1,1,6,,,,82,,10.1186/1750-0680-1-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248334518&doi=10.1186%2f1750-0680-1-6&partnerID=40&md5=f2060e419535339a71ade59556275056,Article,Open Access,Scopus,2-s2.0-34248334518
"Yukimoto, S., Noda, A., Kitoh, A., Hosaka, M., Yoshimura, H., Uchiyama, T., Shibata, K., Arakawa, O., Kusunoki, S.",6603412788;7101817295;57200125795;35997064100;7402345338;15761630100;7403544649;36655323000;7102193013;,Present-day climate and climate sensitivity in the Meteorological Research Institute coupled GCM version 2.3 (MRI-CGCM2.3),2006,Journal of the Meteorological Society of Japan,84,2,,333,363,,82,,10.2151/jmsj.84.333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745189806&doi=10.2151%2fjmsj.84.333&partnerID=40&md5=0b981b77bbfc359eedf10df6a5827f3e,Article,Open Access,Scopus,2-s2.0-33745189806
"van Vuuren, D.P., Sala, O.E., Pereira, H.M.",7003501910;7004529467;35750332100;,The future of vascular plant diversity under four global scenarios,2006,Ecology and Society,11,2,25,,,,81,,10.5751/ES-01818-110225,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846036363&doi=10.5751%2fES-01818-110225&partnerID=40&md5=a8ece679e060a7e93041766ad7b4d16d,Article,Open Access,Scopus,2-s2.0-33846036363
"Hannaford, J., Marsh, T.",8974407600;7101898024;,An assessment of trends in UK runoff and low flows using a network of undisturbed catchments,2006,International Journal of Climatology,26,9,,1237,1253,,80,,10.1002/joc.1303,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745902522&doi=10.1002%2fjoc.1303&partnerID=40&md5=c10fb2be01ea94362ad2a6995439aff1,Article,Open Access,Scopus,2-s2.0-33745902522
"Walczowski, W., Piechura, J.",7801684868;55960812200;,New evidence of warming propagating toward the Arctic Ocean,2006,Geophysical Research Letters,33,12, L12601,,,,80,,10.1029/2006GL025872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750609344&doi=10.1029%2f2006GL025872&partnerID=40&md5=b3157e75e451238877a8574a5553365b,Article,Open Access,Scopus,2-s2.0-33750609344
"Haslett, J., Whiley, M., Bhattacharya, S., Salter-Townshend, M., Wilson, S.P., Allen, J.R.M., Huntley, B., Mitchell, F.J.G.",7006164035;6507703232;55353107300;55317258900;7404786346;7406424704;7006755089;7102937933;,Bayesian palaeoclimate reconstruction,2006,Journal of the Royal Statistical Society. Series A: Statistics in Society,169,3,,395,438,,79,,10.1111/j.1467-985X.2006.00429.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745037016&doi=10.1111%2fj.1467-985X.2006.00429.x&partnerID=40&md5=902f1bf2d8eb81b21e258e352f515569,Article,Open Access,Scopus,2-s2.0-33745037016
"Thomson, M.C., Molesworth, A.M., Djingarey, M.H., Yameogo, K.R., Belanger, F., Cuevas, L.E.",7203013252;6602558455;55992505000;6506528681;35788808200;7005663531;,Potential of environmental models to predict meningitis epidemics in Africa,2006,Tropical Medicine and International Health,11,6,,781,788,,78,,10.1111/j.1365-3156.2006.01630.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744925716&doi=10.1111%2fj.1365-3156.2006.01630.x&partnerID=40&md5=0a161c0286f21bbd35f8c1159c0a8dee,Article,Open Access,Scopus,2-s2.0-33744925716
"Claessens, L., Hopkinson, C., Rastetter, E., Vallino, J.",6603240310;7006813496;7003302886;7004543258;,Effect of historical changes in land use and climate on the water budget of an urbanizing watershed,2006,Water Resources Research,42,3, W03426,,,,78,,10.1029/2005WR004131,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646497899&doi=10.1029%2f2005WR004131&partnerID=40&md5=f3689ca4ed175303bc9cd2a310096ce8,Article,Open Access,Scopus,2-s2.0-33646497899
"Shindell, D.T., Faluvegi, G., Miller, R.L., Schmidt, G.A., Hansen, J.E., Sun, S.",7004214645;12240390300;36705143500;35561911800;7404334532;56528677800;,Solar and anthropogenic forcing of tropical hydrology,2006,Geophysical Research Letters,33,24, L24706,,,,77,,10.1029/2006GL027468,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548019713&doi=10.1029%2f2006GL027468&partnerID=40&md5=aa0295dd79d969c535e30ded449e6dba,Article,Open Access,Scopus,2-s2.0-34548019713
"Vollweiler, N., Scholz, D., Mühlinghaus, C., Mangini, A., Spötl, C.",15726574400;7102685184;15725980600;55410029500;7004115849;,"A precisely dated climate record for the last 9 kyr from three high alpine stalagmites, Spannagel Cave, Austria",2006,Geophysical Research Letters,33,20, L20703,,,,77,,10.1029/2006GL027662,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845603499&doi=10.1029%2f2006GL027662&partnerID=40&md5=c0199ab198652021a731e8d5b54c6eca,Article,Open Access,Scopus,2-s2.0-33845603499
"Cassano, J.J., Uotila, P., Lynch, A.",6602926744;56256907500;7102636922;,"Changes in synoptic weather patterns in the polar regions in the twentieth and twenty-first centuries, Part 1: Arctic",2006,International Journal of Climatology,26,8,,1027,1049,,77,,10.1002/joc.1306,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745617409&doi=10.1002%2fjoc.1306&partnerID=40&md5=5554c3ebd57cec6b5fd296625b83d006,Article,Open Access,Scopus,2-s2.0-33745617409
"Small, D., Islam, S., Vogel, R.M.",36947163700;7202013013;7201707877;,Trends in precipitation and streamflow in the eastern U.S.: Paradox or perception?,2006,Geophysical Research Letters,33,3, L03403,,,,77,,10.1029/2005GL024995,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645830734&doi=10.1029%2f2005GL024995&partnerID=40&md5=2692cdb7c98ce53ac0a0b99f07f529d3,Article,Open Access,Scopus,2-s2.0-33645830734
"Laio, F., D'Odorico, P., Ridolfi, L.",55397181600;7004259223;35582655500;,An analytical model to relate the vertical root distribution to climate and soil properties,2006,Geophysical Research Letters,33,18, L18401,,,,75,,10.1029/2006GL027331,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547197861&doi=10.1029%2f2006GL027331&partnerID=40&md5=6d24a0f6660b8843c073f178123aed1d,Article,Open Access,Scopus,2-s2.0-34547197861
"Benway, H.M., Mix, A.C., Haley, B.A., Klinkhammer, G.P.",8308171400;7003970357;7006644210;7003514063;,Eastern Pacific Warm Pool paleosalinity and climate variability: 0-30 kyr,2006,Paleoceanography,21,3, PA3008,,,,75,,10.1029/2005PA001208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847185033&doi=10.1029%2f2005PA001208&partnerID=40&md5=e70a15c14fdaf18d6fd8888ae2480d01,Article,Open Access,Scopus,2-s2.0-33847185033
"Crozier, L.G., Zabel, R.W.",6602136197;7005597462;,Climate impacts at multiple scales: Evidence for differential population responses in juvenile Chinook salmon,2006,Journal of Animal Ecology,75,5,,1100,1109,,75,,10.1111/j.1365-2656.2006.01130.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746861895&doi=10.1111%2fj.1365-2656.2006.01130.x&partnerID=40&md5=60ef8206a174ea0db50ea917c3507778,Article,Open Access,Scopus,2-s2.0-33746861895
"Silva, T.A.M., Bigg, G.R., Nicholls, K.W.",7102995797;7004076402;7006627466;,Contribution of giant icebergs to the Southern Ocean freshwater flux,2006,Journal of Geophysical Research: Oceans,111,3, C03004,,,,75,,10.1029/2004JC002843,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646475526&doi=10.1029%2f2004JC002843&partnerID=40&md5=34a2cf6c3a904d1f4cff98c38cb8a3a9,Article,Open Access,Scopus,2-s2.0-33646475526
"Hänninen, H.",7005079851;,Climate warming and the risk of frost damage to boreal forest trees: Identification of critical ecophysiological traits,2006,Tree Physiology,26,7,,889,898,,75,,10.1093/treephys/26.7.889,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746798614&doi=10.1093%2ftreephys%2f26.7.889&partnerID=40&md5=442125b9685980def1ce2f6f8b96c2b4,Article,Open Access,Scopus,2-s2.0-33746798614
"Guo, Z., Dirmeyer, P.A.",55474342800;7003663939;,Evaluation of the Second Global Soil Wetness Project soil moisture simulations: 1. Intermodel comparison,2006,Journal of Geophysical Research Atmospheres,111,22, D22S02,,,,74,,10.1029/2006JD007233,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547525511&doi=10.1029%2f2006JD007233&partnerID=40&md5=65a1bcb28085925fcc7987ac6753fbb9,Article,Open Access,Scopus,2-s2.0-34547525511
"Truscott, A.-M., Soulsby, C., Palmer, S.C.F., Newell, L., Hulme, P.E.",7003330361;7005620600;7402329308;14828112100;7006913433;,The dispersal characteristics of the invasive plant Mimulus guttatus and the ecological significance of increased occurrence of high-flow events,2006,Journal of Ecology,94,6,,1080,1091,,74,,10.1111/j.1365-2745.2006.01171.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749452147&doi=10.1111%2fj.1365-2745.2006.01171.x&partnerID=40&md5=a759326ff9a688007788a18f5420d2b8,Article,Open Access,Scopus,2-s2.0-33749452147
"Salathé Jr., E.P.",35254201000;,Influences of a shift in North Pacific storm tracks on western North American precipitation under global warming,2006,Geophysical Research Letters,33,19, L19820,,,,74,,10.1029/2006GL026882,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047222455&doi=10.1029%2f2006GL026882&partnerID=40&md5=a6091eda9df331c42d051545891c9d07,Article,Open Access,Scopus,2-s2.0-34047222455
"Crucifix, M.",6602665711;,Does the Last Glacial Maximum constrain climate sensitivity?,2006,Geophysical Research Letters,33,18, L18701,,,,74,,10.1029/2006GL027137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846910933&doi=10.1029%2f2006GL027137&partnerID=40&md5=84b9aca25c7ecc054fc2e73478b28ee1,Article,Open Access,Scopus,2-s2.0-33846910933
"Hall, I.R., Moran, S.B., Zahn, R., Knutz, P.C., Shen, C.-C., Edwards, R.L.",7201625717;7102511936;23045873700;6602544167;35230947600;7403978616;,Accelerated drawdown of meridional overturning in the late-glacial Atlantic triggered by transient pre-H event freshwater perturbation,2006,Geophysical Research Letters,33,16, L16616,,,,74,,10.1029/2006GL026239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845644012&doi=10.1029%2f2006GL026239&partnerID=40&md5=55155ded428795913337280f5c85e279,Article,Open Access,Scopus,2-s2.0-33845644012
"Pryor, S.C., Schoof, J.T., Barthelmie, R.J.",7006219023;8079327900;7006294190;,Winds of change?: Projections of near-surface winds under climate change scenarios,2006,Geophysical Research Letters,33,11, L11702,,,,74,,10.1029/2006GL026000,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746412369&doi=10.1029%2f2006GL026000&partnerID=40&md5=1e003877271b24ca4c55f25889552dfe,Article,Open Access,Scopus,2-s2.0-33746412369
"Dhomse, S., Weber, M., Wohltmann, I., Rex, M., Burrows, J.P.",6504688501;35376447600;8586435700;56283402900;7102578937;,On the possible causes of recent increases in northern hemispheric total ozone from a statistical analysis of satellite data from 1979 to 2003,2006,Atmospheric Chemistry and Physics,6,5,,1165,1180,,74,,10.5194/acp-6-1165-2006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746864138&doi=10.5194%2facp-6-1165-2006&partnerID=40&md5=bfc6277ce5132612f769d2882ebbc6f9,Article,Open Access,Scopus,2-s2.0-33746864138
"Kitoh, A., Uchiyama, T.",57200125795;15761630100;,Changes in onset and withdrawal of the East Asian summer rainy season by multi-model global warming experiments,2006,Journal of the Meteorological Society of Japan,84,2,,247,258,,73,,10.2151/jmsj.84.247,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745199624&doi=10.2151%2fjmsj.84.247&partnerID=40&md5=e74fa12219952e15a6bc054be03bead1,Article,Open Access,Scopus,2-s2.0-33745199624
"Lorenz, S.J., Kim, J.-H., Rimbu, N., Schneider, R.R., Lohmann, G.",7006535719;15822657700;56110085900;7403513732;7005978899;,Orbitally driven insolation forcing on Holocene climate trends: Evidence from alkenone data and climate modeling,2006,Paleoceanography,21,1, PA1002,,,,73,,10.1029/2005PA001152,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646358481&doi=10.1029%2f2005PA001152&partnerID=40&md5=6a21197d213f3918d9ec7dd04b026800,Article,Open Access,Scopus,2-s2.0-33646358481
"Hori, M.E., Ueda, H.",7403441483;36728564200;,Impact of global warming on the East Asian winter monsoon as revealed by nine coupled atmosphere-ocean GCMs,2006,Geophysical Research Letters,33,3, L03713,,,,73,,10.1029/2005GL024961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645830959&doi=10.1029%2f2005GL024961&partnerID=40&md5=3ad08c8afa4a4d9ac615e5b654c7f079,Article,Open Access,Scopus,2-s2.0-33645830959
"Tian, L., Yao, T., Li, Z., MacClune, K., Wu, G., Xu, B., Li, Y., Lu, A., Shen, Y.",7202296460;55664151400;36067008300;9248808900;7404976221;7404588800;14627478000;15065557700;7404768280;,"Recent rapid warming trend revealed from the isotopic record in Muztagata ice core, eastern Pamirs",2006,Journal of Geophysical Research Atmospheres,111,13, D13103,,,,72,,10.1029/2005JD006249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751119018&doi=10.1029%2f2005JD006249&partnerID=40&md5=b9e3922d9816562a0b2a74b1b50a778d,Article,Open Access,Scopus,2-s2.0-33751119018
"Turetsky, M.R., Harden, J.W., Friedli, H.R., Flannigan, M., Payne, N., Crock, J., Radke, L.",6603233456;7006332531;7003681630;7003528684;57197549959;6603700780;7006312044;,Wildfires threaten mercury stocks in northern soils,2006,Geophysical Research Letters,33,16, L16403,,,,71,,10.1029/2005GL025595,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845651264&doi=10.1029%2f2005GL025595&partnerID=40&md5=9ebf675d1017a9a47134bf61a57d135c,Article,Open Access,Scopus,2-s2.0-33845651264
"Earman, S., Campbell, A.R., Phillips, F.M., Newman, B.D.",15727906200;7403504182;7102508375;7202866083;,Isotopic exchange between snow and atmospheric water vapor: Estimation of the snowmelt component of groundwater recharge in the southwestern United States,2006,Journal of Geophysical Research Atmospheres,111,9, D09302,,,,71,,10.1029/2005JD006470,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745476120&doi=10.1029%2f2005JD006470&partnerID=40&md5=c93f20cf7e73a8726cc97fcd4b8e2a5d,Article,Open Access,Scopus,2-s2.0-33745476120
"Koch, P., Wernli, H., Davies, H.C.",12772115200;7003968166;24331158500;,An event-based jet-stream climatology and typology,2006,International Journal of Climatology,26,3,,283,301,,71,,10.1002/joc.1255,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644820268&doi=10.1002%2fjoc.1255&partnerID=40&md5=1b10f92a57c62673025b669505107f4b,Article,Open Access,Scopus,2-s2.0-33644820268
"Humphreys, E.R., Lafleur, P.M., Flanagan, L.B., Hedstrom, N., Syed, K.H., Glenn, A.J., Granger, R.",55138126800;7006018627;7006598984;6507513848;57198334040;15121940000;7102106414;,Summer carbon dioxide and water vapor fluxes across a range of northern peatlands,2006,Journal of Geophysical Research: Biogeosciences,111,4, G04011,,,,70,,10.1029/2005JG000111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848904581&doi=10.1029%2f2005JG000111&partnerID=40&md5=d9939c7799586a66d925852c4dbf4c5c,Article,Open Access,Scopus,2-s2.0-34848904581
